P1,P2,similarity
0.40953361755873585 0.3163661324168753 0.36145852757742314 0.3581172159964294 0.3843631894741395 0.24275875388596732,0.8129498176303346 0.6360773796804373 0.8046101241914824 0.5991649498164281 0.9100578752793063 0.72968542888646,0.5850904216620996
0.40953361755873585 0.3163661324168753 0.36145852757742314 0.3581172159964294 0.3843631894741395 0.24275875388596732,0.50680097525094 0.6519854679759358 0.595803352761079 0.761576096027867 0.6529416142597664 0.49640740853077825,0.718258436238823
0.40953361755873585 0.3163661324168753 0.36145852757742314 0.3581172159964294 0.3843631894741395 0.24275875388596732,0.7107392601971282 0.7589729707707106 0.703727715335902 0.7519663718101133 0.748016057915019 0.5067397576446424,0.6439053529351355
0.12621460787178634 0.029894247955850856 0.30653526403430975 0.2776257120295381 0.3671561874150368 0.30460370562717654,0.5155715919654207 0.4687216360065411 0.5150598364492499 0.47868465806475385 0.570582219791173 0.5560386008061787,0.7020410565728112
0.12621460787178634 0.029894247955850856 0.30653526403430975 0.2776257120295381 0.3671561874150368 0.30460370562717654,0.5992769311062872 0.48306258899414667 0.605915674824877 0.40272565257895376 0.5032693076964253 0.5617615082691162,0.678782252086847
0.12621460787178634 0.029894247955850856 0.30653526403430975 0.2776257120295381 0.3671561874150368 0.30460370562717654,0.5260680776222894 0.6233450411708921 0.4582559521154593 0.23623015343144899 0.5309982723584107 0.6176828544017907,0.6679201444184013
0.12621460787178634 0.029894247955850856 0.30653526403430975 0.2776257120295381 0.3671561874150368 0.30460370562717654,0.4937228708620498 0.8399363720539532 0.6247224982635997 0.7631990668239774 0.7979098238299838 0.8279627889208849,0.485589562307323
0.12621460787178634 0.029894247955850856 0.30653526403430975 0.2776257120295381 0.3671561874150368 0.30460370562717654,0.7256555665178227 0.7883068364698972 0.6754869331729928 0.7447362479926946 0.7740663567970584 0.5886345114116421,0.494186119725819
0.12621460787178634 0.029894247955850856 0.30653526403430975 0.2776257120295381 0.3671561874150368 0.30460370562717654,0.6662807148369586 0.8617428013348305 0.897339245773245 0.7178359585859702 0.9114171867776337 0.54107809721306,0.4404439267052616
0.12621460787178634 0.029894247955850856 0.30653526403430975 0.2776257120295381 0.3671561874150368 0.30460370562717654,0.838427932178152 0.7372335443891649 0.9164319674080861 0.9139852142492547 0.7870690348291565 0.5803489692571211,0.4173528291370486
0.12621460787178634 0.029894247955850856 0.30653526403430975 0.2776257120295381 0.3671561874150368 0.30460370562717654,0.7987542957286901 0.7336130062300047 0.654187022314422 0.6730759361340103 0.692895485723552 0.7167802132969592,0.4998720311749383
0.24121948063138574 0.2640191902919879 0.3445723167094312 0.33379402648242157 0.3854892431627921 0.38392903739295037,0.5994315376545362 0.4065913769339745 0.5033683199656808 0.4897109027960519 0.5593218284349858 0.48326296811473707,0.8007288502796386
0.24121948063138574 0.2640191902919879 0.3445723167094312 0.33379402648242157 0.3854892431627921 0.38392903739295037,0.5651885643842266 0.5250392679604781 0.5710057278992314 0.548578661307792 0.5477095321523076 0.5044406009087634,0.7722097323067026
0.24121948063138574 0.2640191902919879 0.3445723167094312 0.33379402648242157 0.3854892431627921 0.38392903739295037,0.3364320637203136 0.5928187975248327 0.49643886618300054 0.6697676301779645 0.7261092775471445 0.5298252861492297,0.7449104561958461
0.24121948063138574 0.2640191902919879 0.3445723167094312 0.33379402648242157 0.3854892431627921 0.38392903739295037,0.3799605055779128 0.40844786567037 0.47206128092640115 0.5971477514695726 0.5638324457247808 0.48448769067561037,0.8328495311669853
0.24121948063138574 0.2640191902919879 0.3445723167094312 0.33379402648242157 0.3854892431627921 0.38392903739295037,0.9815169588757466 0.925584107601121 0.620903140588916 0.6415530256799205 0.696809664417017 0.6571524181291101,0.5294764897136797
0.24121948063138574 0.2640191902919879 0.3445723167094312 0.33379402648242157 0.3854892431627921 0.38392903739295037,0.7515397279634527 0.7073578908970739 0.581728714622853 0.6655420664511921 0.8672102385160934 0.7395546340112592,0.5954837127877375
0.24121948063138574 0.2640191902919879 0.3445723167094312 0.33379402648242157 0.3854892431627921 0.38392903739295037,0.8598150427388775 0.7093174135734653 0.7899444353913635 0.7515795727992909 0.8468604231221057 0.886578704986917,0.513623582336236
0.24654730888963777 0.22663519456434078 0.3019927371457851 0.3480847827879933 0.21790392667690953 0.36594283346899303,0.3955593522701448 0.48050250064479855 0.44227031088571145 0.446290157264441 0.49516294956715307 0.5097367787717586,0.8113537013707088
0.24654730888963777 0.22663519456434078 0.3019927371457851 0.3480847827879933 0.21790392667690953 0.36594283346899303,0.512532882887369 0.48561134260163774 0.5180800808970619 0.5714520484471851 0.3804545110560914 0.39375878139624176,0.7911938435750397
0.24654730888963777 0.22663519456434078 0.3019927371457851 0.3480847827879933 0.21790392667690953 0.36594283346899303,0.45406985014726 0.45433948330995866 0.5041087840424776 0.5568580971163939 0.5198797261914441 0.4684678491401033,0.7835695632299744
0.24654730888963777 0.22663519456434078 0.3019927371457851 0.3480847827879933 0.21790392667690953 0.36594283346899303,0.6764896349494355 0.5782019557705573 0.5609044678469046 0.6019618679859029 0.9108211309819227 0.764554616391511,0.5759394588205362
0.24654730888963777 0.22663519456434078 0.3019927371457851 0.3480847827879933 0.21790392667690953 0.36594283346899303,0.8333915553613478 0.6313859517529437 0.7141336668559969 0.7672664091428911 0.6358579372270173 0.7421086183866874,0.5584178106785977
0.24654730888963777 0.22663519456434078 0.3019927371457851 0.3480847827879933 0.21790392667690953 0.36594283346899303,0.7868440159300489 0.6967940992150187 0.7217797155151218 0.7606901047220763 0.6982419051988792 0.8182881792731695,0.5354616858932056
0.24654730888963777 0.22663519456434078 0.3019927371457851 0.3480847827879933 0.21790392667690953 0.36594283346899303,0.8166679150460289 0.9086279864712481 0.6608027522423993 0.8757515386435571 0.6954624764927698 0.7063840433914712,0.4931649032374887
0.24654730888963777 0.22663519456434078 0.3019927371457851 0.3480847827879933 0.21790392667690953 0.36594283346899303,0.7704365822864534 0.772214374858448 0.6677139418239866 0.7169591243792189 0.6946414348562873 0.7428432488015632,0.5506913705537483
0.24654730888963777 0.22663519456434078 0.3019927371457851 0.3480847827879933 0.21790392667690953 0.36594283346899303,0.7270615642611087 0.7884529447863584 0.5689813104029049 0.6797946525764164 0.6648272162920206 0.7502471641002724,0.5766644917273058
0.24654730888963777 0.22663519456434078 0.3019927371457851 0.3480847827879933 0.21790392667690953 0.36594283346899303,0.7387176719696982 0.8576863908551016 0.8995118814256732 0.7484444834811714 0.7329153233846751 0.7466067073287561,0.48880596965612866
0.3364576981630669 0.21980670077320802 0.27227146906020194 0.15702013503910595 0.21397282391435274 0.08957528554205393,0.6267200912689319 0.6063288899787681 0.4759833963110638 0.446339071126141 0.37198021881437116 0.4751131790138058,0.7021013987309545
0.3364576981630669 0.21980670077320802 0.27227146906020194 0.15702013503910595 0.21397282391435274 0.08957528554205393,0.6823159382539234 0.253490121218071 0.5832195717038903 0.4633223607096066 0.38976388424963737 0.4629844400402699,0.7166865209122297
0.3364576981630669 0.21980670077320802 0.27227146906020194 0.15702013503910595 0.21397282391435274 0.08957528554205393,0.5954253606474982 0.31730385401043903 0.4279528421133122 0.4774383638389185 0.5106271160015879 0.5221925132629208,0.7175594720123686
0.3364576981630669 0.21980670077320802 0.27227146906020194 0.15702013503910595 0.21397282391435274 0.08957528554205393,0.48753728983440936 0.39130121872254436 0.41052251323506284 0.506783178338673 0.5283488619139229 0.5603852213705706,0.7072608557882325
0.3364576981630669 0.21980670077320802 0.27227146906020194 0.15702013503910595 0.21397282391435274 0.08957528554205393,0.6194827002335856 0.8873697004260543 0.753094821345703 0.7186454047574575 0.84067002321736 0.5381538525682688,0.473007011368379
0.3364576981630669 0.21980670077320802 0.27227146906020194 0.15702013503910595 0.21397282391435274 0.08957528554205393,0.7489221440403244 0.6680024153872529 0.672867041598721 0.6912899596237977 0.631062932783334 0.7358419077272448,0.5154809804597547
0.3364576981630669 0.21980670077320802 0.27227146906020194 0.15702013503910595 0.21397282391435274 0.08957528554205393,0.7113753299404871 0.6627765361327165 0.7579019931647096 0.7521649843722478 0.7873694504981056 0.6158182784806131,0.4946065423388152
0.2046588666342244 0.10294611457854108 0.23040059880886166 0.15729201474853954 0.25140758101975513 0.336859829272812,0.429841753359285 0.7576623265130483 0.5703167967334875 0.5693615051522952 0.4209966553786637 0.31929749761690907,0.636275326927095
0.2046588666342244 0.10294611457854108 0.23040059880886166 0.15729201474853954 0.25140758101975513 0.336859829272812,0.3215658799765338 0.5592091022070403 0.5255961516718235 0.524371151422126 0.4703802851167226 0.46770864545782287,0.7087952814897067
0.2046588666342244 0.10294611457854108 0.23040059880886166 0.15729201474853954 0.25140758101975513 0.336859829272812,0.33812342372371007 0.5800043147546874 0.5787421672597742 0.47954778882425053 0.466339121784736 0.4734061373940404,0.7012725857721568
0.2046588666342244 0.10294611457854108 0.23040059880886166 0.15729201474853954 0.25140758101975513 0.336859829272812,0.4779302793825699 0.5436378631000702 0.7871403790837463 0.47797543496166545 0.5391213665861354 0.45410911647372665,0.6398587918295996
0.2046588666342244 0.10294611457854108 0.23040059880886166 0.15729201474853954 0.25140758101975513 0.336859829272812,0.5283511046188489 0.6222164444494248 0.5539014817850666 0.4896333134556649 0.37019326918466083 0.5402948182507951,0.6721235662169571
0.2046588666342244 0.10294611457854108 0.23040059880886166 0.15729201474853954 0.25140758101975513 0.336859829272812,0.6416529756043807 0.6107871510209274 0.5557967102654493 0.4934924048346026 0.4577186442601732 0.5478506484428322,0.6453026920025059
0.2046588666342244 0.10294611457854108 0.23040059880886166 0.15729201474853954 0.25140758101975513 0.336859829272812,0.6969104250389895 0.8718979363295296 0.6571203127587804 0.8701817294894469 0.648998764702466 0.7823435899518114,0.44017346571253574
0.2046588666342244 0.10294611457854108 0.23040059880886166 0.15729201474853954 0.25140758101975513 0.336859829272812,0.7435493395976174 0.6689608463214085 0.8136726488444057 0.7053220452446298 0.7736268382107737 0.7248644009084573,0.47170410480644287
0.2046588666342244 0.10294611457854108 0.23040059880886166 0.15729201474853954 0.25140758101975513 0.336859829272812,0.7251554351919526 0.8669676127345701 0.7817062711319333 0.8067189392132416 0.76506767402582 0.6801789859698579,0.42815306002066145
0.2046588666342244 0.10294611457854108 0.23040059880886166 0.15729201474853954 0.25140758101975513 0.336859829272812,0.7479199143118586 0.7936447325988747 0.9027334690416331 0.7018997871917302 0.6112817782574386 0.7790645410283153,0.4453408394944685
0.15147321499966762 0.24167132276197742 0.046972473337644316 0.38170367352649665 0.19914797050252336 0.3675685402798138,0.3615371401643569 0.5932480357135679 0.6429382754999238 0.45622976640119783 0.4989743148155188 0.5404285619592244,0.6713059078082275
0.15147321499966762 0.24167132276197742 0.046972473337644316 0.38170367352649665 0.19914797050252336 0.3675685402798138,0.3606521622959178 0.48843188931314074 0.4536375475452441 0.49705453716234504 0.4685185116786077 0.6829415070807509,0.7245157263530431
0.15147321499966762 0.24167132276197742 0.046972473337644316 0.38170367352649665 0.19914797050252336 0.3675685402798138,0.43218468726166415 0.43930332547250484 0.5275317764988571 0.4881296730736318 0.5419754880321401 0.5277874728866193,0.7103675059866232
0.15147321499966762 0.24167132276197742 0.046972473337644316 0.38170367352649665 0.19914797050252336 0.3675685402798138,0.32481115287539153 0.5819861771427264 0.4702409923368624 0.5853320043022252 0.448789410297485 0.6109877463082015,0.7147940114537413
0.15147321499966762 0.24167132276197742 0.046972473337644316 0.38170367352649665 0.19914797050252336 0.3675685402798138,0.5025524517895892 0.722127599182755 0.4929424028402681 0.5745911902556143 0.522372738283829 0.5639187462979345,0.650424712425146
0.15147321499966762 0.24167132276197742 0.046972473337644316 0.38170367352649665 0.19914797050252336 0.3675685402798138,0.3762356338858608 0.31473471334152137 0.3549067371679385 0.4578019782771722 0.4143969413355132 0.39072057680992567,0.8159080831697851
0.15147321499966762 0.24167132276197742 0.046972473337644316 0.38170367352649665 0.19914797050252336 0.3675685402798138,0.5060017763216093 0.32590213602071827 0.6275214102504225 0.4601295908393911 0.4059090839401997 0.5462779364728324,0.6970532968574005
0.15147321499966762 0.24167132276197742 0.046972473337644316 0.38170367352649665 0.19914797050252336 0.3675685402798138,0.7341814254617536 0.7179729687389724 0.807137213422398 0.7406957330301414 0.8053489307121537 0.6808308751976833,0.46167687182133443
0.15147321499966762 0.24167132276197742 0.046972473337644316 0.38170367352649665 0.19914797050252336 0.3675685402798138,0.851229343240204 0.7189829133952621 0.6634565850660619 0.6797445450792448 0.7254547256399879 0.8365617274819317,0.4703272354812064
0.15147321499966762 0.24167132276197742 0.046972473337644316 0.38170367352649665 0.19914797050252336 0.3675685402798138,0.8076627372044957 0.6360925579843671 0.5979025049367925 0.8807007368098376 0.9920292340296848 0.5730781766062202,0.4508233924919305
0.15147321499966762 0.24167132276197742 0.046972473337644316 0.38170367352649665 0.19914797050252336 0.3675685402798138,0.6640581721130554 0.680629722537165 0.7844025676126283 0.7331165557023731 0.8148595445152049 0.6975077678616699,0.4818811897894169
0.15147321499966762 0.24167132276197742 0.046972473337644316 0.38170367352649665 0.19914797050252336 0.3675685402798138,0.4326947962718412 0.8057051149232244 0.6969706093514675 0.6974611478164614 0.9937997658347033 0.8156453856531913,0.4596815150535665
0.29616085827062394 0.16192929458757013 0.29063077119150155 0.20254377757204978 0.32581396756959047 0.26614144666462547,0.5249438396689821 0.5809222844017701 0.45773072895876804 0.6103096402712732 0.37392824289980375 0.6635259795222159,0.6884657260148772
0.29616085827062394 0.16192929458757013 0.29063077119150155 0.20254377757204978 0.32581396756959047 0.26614144666462547,0.5597837435014692 0.6066242280661341 0.44669750629507443 0.5570696387166334 0.5390918253711997 0.5731789078543471,0.6952991990199209
0.29616085827062394 0.16192929458757013 0.29063077119150155 0.20254377757204978 0.32581396756959047 0.26614144666462547,0.4438946928380667 0.4458221016486687 0.5944359472642042 0.5859591704487987 0.3376760580956619 0.45706823807573366,0.7488960676165418
0.29616085827062394 0.16192929458757013 0.29063077119150155 0.20254377757204978 0.32581396756959047 0.26614144666462547,0.6002489018951456 0.4561756762128931 0.46267759044318163 0.5203383469238938 0.5803028809125612 0.45803078302712197,0.738201702283592
0.29616085827062394 0.16192929458757013 0.29063077119150155 0.20254377757204978 0.32581396756959047 0.26614144666462547,0.35971052345092785 0.6740806875880396 0.5228179903627137 0.42500412503320073 0.3452906253761728 0.5332742784715696,0.7287447664823286
0.29616085827062394 0.16192929458757013 0.29063077119150155 0.20254377757204978 0.32581396756959047 0.26614144666462547,0.5637712344805307 0.40609172723646103 0.4706672757315957 0.4812335521813531 0.5662943322935419 0.5209707380195832,0.7536667183261445
0.29616085827062394 0.16192929458757013 0.29063077119150155 0.20254377757204978 0.32581396756959047 0.26614144666462547,0.5208803193787879 0.5773322685102626 0.6153129994286144 0.602205038862009 0.3730580137876281 0.600375916243254,0.6832059500214116
0.29616085827062394 0.16192929458757013 0.29063077119150155 0.20254377757204978 0.32581396756959047 0.26614144666462547,0.7314529019755437 0.9453627876700221 0.6630070351575433 0.7569010212636861 0.8864924965447324 0.8055967109168334,0.4440330297613561
0.29616085827062394 0.16192929458757013 0.29063077119150155 0.20254377757204978 0.32581396756959047 0.26614144666462547,0.897892103520374 0.6640595443104012 0.7965112725605287 0.8967543664547317 0.845778671517528 0.9132297507747332,0.4167411567684967
0.29616085827062394 0.16192929458757013 0.29063077119150155 0.20254377757204978 0.32581396756959047 0.26614144666462547,0.6175229142543307 0.6964069450248991 0.598243189501659 0.730527446482414 0.9065792327596633 0.9407983387965058,0.490951492204967
0.29616085827062394 0.16192929458757013 0.29063077119150155 0.20254377757204978 0.32581396756959047 0.26614144666462547,0.7817261205395504 0.7207834625428153 0.7703291656658636 0.6738670675461256 0.7287899044201094 0.5703649751160265,0.5425998543870509
0.15971063362170862 0.10368160780321084 0.277420087171734 0.2561135910433449 0.36466978650100157 0.2397870238071087,0.5150287832253665 0.6434345850000446 0.36648251285078065 0.5212067894594364 0.599198317774219 0.3443036928240871,0.6940266489195235
0.15971063362170862 0.10368160780321084 0.277420087171734 0.2561135910433449 0.36466978650100157 0.2397870238071087,0.5507170622983558 0.4217528435099149 0.43743140480270015 0.5010676506881646 0.4565266252221918 0.42630922193128085,0.7473838021260134
0.15971063362170862 0.10368160780321084 0.277420087171734 0.2561135910433449 0.36466978650100157 0.2397870238071087,0.5758945950835717 0.5051392663182595 0.30639653695982394 0.49819782031886556 0.5724660072694479 0.5379142639617599,0.7039479576289001
0.15971063362170862 0.10368160780321084 0.277420087171734 0.2561135910433449 0.36466978650100157 0.2397870238071087,0.5796887308428779 0.34880736130792817 0.5397842565589255 0.5021631486676504 0.30565337892983824 0.580780245071397,0.7155113087564176
0.15971063362170862 0.10368160780321084 0.277420087171734 0.2561135910433449 0.36466978650100157 0.2397870238071087,0.414252813122304 0.6160331798585035 0.2541822256868469 0.718954292213138 0.7347485822708167 0.330133326289074,0.6615776463133729
0.15971063362170862 0.10368160780321084 0.277420087171734 0.2561135910433449 0.36466978650100157 0.2397870238071087,0.4714562528936706 0.3970659551213381 0.6011392819398449 0.5920560222416424 0.30595067640407625 0.5554967594403732,0.7101633472708347
0.15971063362170862 0.10368160780321084 0.277420087171734 0.2561135910433449 0.36466978650100157 0.2397870238071087,0.4708689158296115 0.36366328514731205 0.48370079726238824 0.659603567610985 0.4719157976517225 0.6603301016574356,0.6950070960052646
0.15971063362170862 0.10368160780321084 0.277420087171734 0.2561135910433449 0.36466978650100157 0.2397870238071087,0.6120972386646757 0.5189979120569801 0.706379239878261 0.7328596243749362 0.8672343572930754 0.8144079909605216,0.5219493730267395
0.15971063362170862 0.10368160780321084 0.277420087171734 0.2561135910433449 0.36466978650100157 0.2397870238071087,0.6707483255727906 0.9395012879903557 0.7638664740176812 0.539830726403622 0.603928149170091 0.6541419121253372,0.4990319208213538
0.15971063362170862 0.10368160780321084 0.277420087171734 0.2561135910433449 0.36466978650100157 0.2397870238071087,0.7805762849911972 0.7687915165601421 0.7492396255630163 0.7805589148644201 0.5724300678799292 0.7706598918683755,0.4755173566861476
0.15971063362170862 0.10368160780321084 0.277420087171734 0.2561135910433449 0.36466978650100157 0.2397870238071087,0.7280058750045759 0.7394681104435804 0.6585029617315301 0.7206207218184668 0.6181720165428327 0.7774172139163862,0.5098495822547775
0.15971063362170862 0.10368160780321084 0.277420087171734 0.2561135910433449 0.36466978650100157 0.2397870238071087,0.8550303321929934 0.65488029630836 0.7765716026676242 0.8949959720670946 0.8539073643878069 0.580495107613801,0.45227016762774147
0.15971063362170862 0.10368160780321084 0.277420087171734 0.2561135910433449 0.36466978650100157 0.2397870238071087,0.8424124864744897 0.8120432142882473 0.775546450417709 0.6918295610893054 0.758802871850866 0.7751435855302266,0.44505498727473947
0.15971063362170862 0.10368160780321084 0.277420087171734 0.2561135910433449 0.36466978650100157 0.2397870238071087,0.8140496633160618 0.6740795331264651 0.8578791691800208 0.6322335427174937 0.711852021627346 0.8473435336266459,0.46434265617854953
0.15816262764582228 0.32431901932370116 0.2699520242636346 0.23522031151045678 0.2648657141502153 0.14199195794626474,0.5664776430790299 0.41621558809065806 0.47580487340707195 0.6189748536622102 0.4920958115838768 0.44809797093454246,0.7084113960648141
0.15816262764582228 0.32431901932370116 0.2699520242636346 0.23522031151045678 0.2648657141502153 0.14199195794626474,0.4156866466068065 0.45312462308886564 0.34724780424604496 0.4424016610359123 0.45900243553367553 0.4531252946325783,0.7893259734073822
0.15816262764582228 0.32431901932370116 0.2699520242636346 0.23522031151045678 0.2648657141502153 0.14199195794626474,0.672558077547323 0.7622110168956993 0.9253028799533166 0.6446632103725748 0.5810129841939113 0.6737385731857185,0.5107516187944559
0.15816262764582228 0.32431901932370116 0.2699520242636346 0.23522031151045678 0.2648657141502153 0.14199195794626474,0.9429866073220075 0.7744330240230776 0.7282331970846622 0.7383160010072549 0.8363690364190574 0.8326276842032424,0.41047025008619825
0.15816262764582228 0.32431901932370116 0.2699520242636346 0.23522031151045678 0.2648657141502153 0.14199195794626474,0.7521517369958164 0.6496727210737723 0.8292550283476274 0.653932146534735 0.6869685878871143 0.7798930706088429,0.4947102794784041
0.15816262764582228 0.32431901932370116 0.2699520242636346 0.23522031151045678 0.2648657141502153 0.14199195794626474,0.9821501004311374 0.7318965899065628 0.5863863718935427 0.9006928727577539 0.8727807106973803 0.7572490527123553,0.4033201314538771
0.15816262764582228 0.32431901932370116 0.2699520242636346 0.23522031151045678 0.2648657141502153 0.14199195794626474,0.8643973804577517 0.9120149615241596 0.6786472449988943 0.623470508453375 0.7141741156349989 0.8866179618500029,0.43456948986182065
0.15816262764582228 0.32431901932370116 0.2699520242636346 0.23522031151045678 0.2648657141502153 0.14199195794626474,0.7694485702044136 0.7010206940077429 0.7198817297551752 0.8317208741010967 0.7489853025449799 0.8310287590173006,0.4548749676401624
0.15816262764582228 0.32431901932370116 0.2699520242636346 0.23522031151045678 0.2648657141502153 0.14199195794626474,0.8301170403245184 0.7596693766378065 0.7872261482471781 0.5944807368345576 0.7412263773127438 0.9457359399386265,0.4356984983072039
0.15816262764582228 0.32431901932370116 0.2699520242636346 0.23522031151045678 0.2648657141502153 0.14199195794626474,0.7746312387551869 0.6051119038057455 0.5999137191407606 0.7161147733973517 0.7015246702512894 0.6320841761012403,0.547253967023109
0.15816262764582228 0.32431901932370116 0.2699520242636346 0.23522031151045678 0.2648657141502153 0.14199195794626474,0.5867126945440717 0.8686415629961898 0.7652399019224458 0.6709889980252265 0.7146752180908325 0.8213731729034849,0.4869967436160514
0.21629662645671288 0.2546239521245507 0.22991021366950312 0.10048795331659555 0.3745910004335799 0.245521174414305,0.4633245796034649 0.45881486955223466 0.6197644434218497 0.536404955030054 0.4790980692773949 0.4781959733539757,0.7085135844404803
0.21629662645671288 0.2546239521245507 0.22991021366950312 0.10048795331659555 0.3745910004335799 0.245521174414305,0.44314439753126855 0.3760280650351344 0.4513837863541321 0.6466694207069401 0.5713718464499372 0.36209423639791977,0.7213498044947715
0.21629662645671288 0.2546239521245507 0.22991021366950312 0.10048795331659555 0.3745910004335799 0.245521174414305,0.4415282891569393 0.4305548519828778 0.49016333226423275 0.5417032719320527 0.5625192144939541 0.46937406084831584,0.7324460319450637
0.21629662645671288 0.2546239521245507 0.22991021366950312 0.10048795331659555 0.3745910004335799 0.245521174414305,0.4256941275692928 0.3799482312600959 0.48071188522331615 0.4702551788900674 0.5330793018308417 0.44473478877049255,0.7676255271477481
0.21629662645671288 0.2546239521245507 0.22991021366950312 0.10048795331659555 0.3745910004335799 0.245521174414305,0.5781836470105959 0.6567190170516248 0.358420738005802 0.48116128453147256 0.7039349256556195 0.5107892846081223,0.675216895910015
0.21629662645671288 0.2546239521245507 0.22991021366950312 0.10048795331659555 0.3745910004335799 0.245521174414305,0.6292590809218166 0.3583290717767121 0.4742539499898526 0.5009528795918012 0.4869498842835638 0.4168984499975432,0.7281656605387962
0.21629662645671288 0.2546239521245507 0.22991021366950312 0.10048795331659555 0.3745910004335799 0.245521174414305,0.6248801293262755 0.6937605664495726 0.9065826174072398 0.8056207493881004 0.8528069286020571 0.6034525443624181,0.4721609168062674
0.21629662645671288 0.2546239521245507 0.22991021366950312 0.10048795331659555 0.3745910004335799 0.245521174414305,0.7299062186530679 0.6013631276671455 0.6271967162342402 0.7308744283178376 0.8322294619695377 0.7987732386463198,0.5075964815163176
0.21629662645671288 0.2546239521245507 0.22991021366950312 0.10048795331659555 0.3745910004335799 0.245521174414305,0.6313636792200653 0.7583726136553688 0.7318102191171024 0.6941507737738155 0.7646322760480136 0.5186781499624642,0.5422647304174568
0.21629662645671288 0.2546239521245507 0.22991021366950312 0.10048795331659555 0.3745910004335799 0.245521174414305,0.7173601173938359 0.6785331255187677 0.9646724700531994 0.7165957408522645 0.5946933065391355 0.8174753828323484,0.4636846962550672
0.21629662645671288 0.2546239521245507 0.22991021366950312 0.10048795331659555 0.3745910004335799 0.245521174414305,0.8180157865418549 0.9691474210052309 0.6510092906310053 0.7143071563494817 0.649272615198718 0.7502561396702226,0.4588722337459661
0.21629662645671288 0.2546239521245507 0.22991021366950312 0.10048795331659555 0.3745910004335799 0.245521174414305,0.7232896280306175 0.7686781811529874 0.7329353141641792 0.7583236468628269 0.846157992585584 0.7699478669635746,0.4670093044271281
0.21629662645671288 0.2546239521245507 0.22991021366950312 0.10048795331659555 0.3745910004335799 0.245521174414305,0.6295582875784306 0.722827610850854 0.7946883903282922 0.7965989090102324 0.7674746245729026 0.8286018913213395,0.46960936053222946
0.21629662645671288 0.2546239521245507 0.22991021366950312 0.10048795331659555 0.3745910004335799 0.245521174414305,0.911094495156475 0.8361551442446153 0.6689619433568417 0.7108087112228877 0.9163955329566981 0.8671272749533544,0.41318277258857
0.21629662645671288 0.2546239521245507 0.22991021366950312 0.10048795331659555 0.3745910004335799 0.245521174414305,0.5458629740585798 0.7463615966438111 0.7792151735232169 0.8003154319156849 0.5656231923081574 0.7800714274463803,0.5060108640566584
0.38696121302424796 0.4744291675440242 0.21996916744538067 0.342784627914411 0.29376073038296996 0.1826707960347328,0.29972905735794064 0.6189046901723042 0.46905827168436376 0.5326020366534409 0.43941692344616734 0.6161525590998379,0.7634692332839905
0.38696121302424796 0.4744291675440242 0.21996916744538067 0.342784627914411 0.29376073038296996 0.1826707960347328,0.35761655069553955 0.476994299725716 0.4263904592339436 0.5270994759114809 0.5364330755523545 0.26470853007840667,0.8455820288291294
0.38696121302424796 0.4744291675440242 0.21996916744538067 0.342784627914411 0.29376073038296996 0.1826707960347328,0.5713622400777711 0.5103450916162179 0.5238443962154761 0.6190142676727353 0.644484876479878 0.38678275263609596,0.7521405712893942
0.38696121302424796 0.4744291675440242 0.21996916744538067 0.342784627914411 0.29376073038296996 0.1826707960347328,0.5193035089078127 0.4407734980952288 0.5633620199280148 0.27554375236655904 0.5656938396516465 0.44780200345774396,0.7819291602435517
0.38696121302424796 0.4744291675440242 0.21996916744538067 0.342784627914411 0.29376073038296996 0.1826707960347328,0.478042647964928 0.6093686884160094 0.5692108375438817 0.3787398737011465 0.35481684433302874 0.5171395601999915,0.7896969531169733
0.38696121302424796 0.4744291675440242 0.21996916744538067 0.342784627914411 0.29376073038296996 0.1826707960347328,0.3638194482341294 0.6631327442746446 0.47685348781404147 0.5514608632890446 0.6749639923560149 0.42863692948728516,0.7579617206051843
0.38696121302424796 0.4744291675440242 0.21996916744538067 0.342784627914411 0.29376073038296996 0.1826707960347328,0.39520514300353327 0.46789653627904304 0.4556415502539516 0.39867767754707023 0.4696755667008177 0.5634671790519868,0.8022088400928837
0.38696121302424796 0.4744291675440242 0.21996916744538067 0.342784627914411 0.29376073038296996 0.1826707960347328,0.6882873035376192 0.5898624366251592 0.7054062421361224 0.6954839426706468 0.5996681693195491 0.8396015957149237,0.5939405525226129
0.38696121302424796 0.4744291675440242 0.21996916744538067 0.342784627914411 0.29376073038296996 0.1826707960347328,0.786102738782132 0.8789381857403438 0.5875355243533393 0.791225663539214 0.7460912395615037 0.6852573616335742,0.5686567418703392
0.38696121302424796 0.4744291675440242 0.21996916744538067 0.342784627914411 0.29376073038296996 0.1826707960347328,0.6821591530580602 0.9559417458759447 0.7688032506344844 0.7720372706525744 0.8599358892296056 0.6893689028592473,0.5201093612404415
0.38696121302424796 0.4744291675440242 0.21996916744538067 0.342784627914411 0.29376073038296996 0.1826707960347328,0.8214722178368704 0.8091585735693185 0.7415777657422279 0.6152463969004569 0.8487261463838127 0.8450027168152324,0.5180206228168223
0.38696121302424796 0.4744291675440242 0.21996916744538067 0.342784627914411 0.29376073038296996 0.1826707960347328,0.6384083852820589 0.6239356155548331 0.7729899600330692 0.8058071382140987 0.6211977901621432 0.7643887341971108,0.5813891050532894
