P1,P2,dist
0.0037377872380011112 0.8665432505386659,0.32988519263849736 0.5153192429842761,0.6610822861430509
0.0037377872380011112 0.8665432505386659,0.8189124081076585 0.5774477364772016,0.3884095002534572
0.0037377872380011112 0.8665432505386659,0.0037377872380011112 0.8665432505386659,1.0
0.0037377872380011112 0.8665432505386659,0.3482657780021091 0.3400365603347527,0.5550793153552913
0.0037377872380011112 0.8665432505386659,0.2528393991316127 0.3211487550378175,0.5760266701957419
0.0037377872380011112 0.8665432505386659,0.6914147832771159 0.7079978986429015,0.5009828262027787
0.0037377872380011112 0.8665432505386659,0.5918935470273893 0.34707384373584316,0.4451235892662633
0.0037377872380011112 0.8665432505386659,0.46849298385593463 0.645389548242181,0.6360588283645169
0.0037377872380011112 0.8665432505386659,0.5110395867796212 0.3191238624219236,0.47225806386820335
0.0037377872380011112 0.8665432505386659,0.9114573721271869 0.27564686242956404,0.23413010691378602
0.0037377872380011112 0.8665432505386659,0.5185982556255723 0.9637965716329955,0.6295006677656855
0.0037377872380011112 0.8665432505386659,0.4940831233661934 0.038758950972350936,0.31968191436976906
0.0037377872380011112 0.8665432505386659,0.4250450749171003 0.07503122848114863,0.3659688052969717
0.0037377872380011112 0.8665432505386659,0.6584537461754606 0.720010821881871,0.5255926120224013
0.0037377872380011112 0.8665432505386659,0.6899318816042029 0.5134477128939944,0.4543174943945741
0.0037377872380011112 0.8665432505386659,0.9178267542441689 0.35582793757207143,0.25959849726618955
0.308954519175649 0.17302490553241545,0.5063604129562786 0.8165669502642375,0.5240191966912197
0.308954519175649 0.17302490553241545,0.9031496633343826 0.1565555226010077,0.5796792237374178
0.308954519175649 0.17302490553241545,0.6968494824149378 0.7494776084768356,0.5086955011205693
0.308954519175649 0.17302490553241545,0.32988519263849736 0.5153192429842761,0.7575092717821806
0.308954519175649 0.17302490553241545,0.9889142574816139 0.3743599400998223,0.4985615482128564
0.308954519175649 0.17302490553241545,0.060503421931124124 0.6509576690458656,0.6191144042093402
0.308954519175649 0.17302490553241545,0.07047386078490303 0.07731790893523971,0.818295771067188
0.308954519175649 0.17302490553241545,0.15273465305262934 0.055650201178253256,0.8618307780406194
0.308954519175649 0.17302490553241545,0.22020744956438365 0.17584682933564844,0.937214629018624
0.308954519175649 0.17302490553241545,0.121106559765911 0.9193043343096167,0.4558401697706691
0.308954519175649 0.17302490553241545,0.34243611436183197 0.6402143414197069,0.6687999198211925
0.308954519175649 0.17302490553241545,0.7857694730818793 0.4529427129405077,0.6090355008618082
0.308954519175649 0.17302490553241545,0.5142563121920192 0.7552002642775199,0.5634928554160152
0.308954519175649 0.17302490553241545,0.4161807017175817 0.8765935608568443,0.4967573612175034
0.308954519175649 0.17302490553241545,0.5758172558811107 0.8146789843935194,0.5086062285900337
0.308954519175649 0.17302490553241545,0.6227295386966003 0.29865984426384906,0.7610032419619206
0.308954519175649 0.17302490553241545,0.5822426174678123 0.19083438595435143,0.8063462338849998
0.308954519175649 0.17302490553241545,0.568943589527718 0.6694043640214998,0.6037760207203193
0.308954519175649 0.17302490553241545,0.8722345487236985 0.5742076199206105,0.511005131922874
0.308954519175649 0.17302490553241545,0.377957064769722 0.3072512832671581,0.8932805739842742
0.308954519175649 0.17302490553241545,0.6899318816042029 0.5134477128939944,0.6387304064448847
0.9978527409502007 0.9999722978138791,0.6780816620098415 0.009461909646591882,0.2640093845727408
0.9978527409502007 0.9999722978138791,0.012783553490248178 0.6735647656970107,0.2662073926831794
0.9978527409502007 0.9999722978138791,0.9978527409502007 0.9999722978138791,1.0
0.9978527409502007 0.9999722978138791,0.18284785465713116 0.08155458565797535,0.13174771561392848
0.9978527409502007 0.9999722978138791,0.18700841781047517 0.836988163456877,0.4151785125271042
0.9978527409502007 0.9999722978138791,0.6227295386966003 0.29865984426384906,0.4376137562255996
0.9978527409502007 0.9999722978138791,0.9930953096064292 0.1341128079574293,0.3877356415209758
0.9978527409502007 0.9999722978138791,0.9178142688697296 0.8543092809701875,0.8824758078330639
0.5474319588981146 0.3198595140728332,0.7214320488693411 0.7304235848427709,0.6846915101704544
0.5474319588981146 0.3198595140728332,0.2781027862568659 0.07250189492643389,0.7414231303989135
0.5474319588981146 0.3198595140728332,0.5336371369067245 0.6395367367154201,0.7737437030818234
0.5474319588981146 0.3198595140728332,0.3584431906256066 0.2560007005030497,0.858942028577432
0.5474319588981146 0.3198595140728332,0.552904684187616 0.9781686716874896,0.5344890453912965
0.5474319588981146 0.3198595140728332,0.8661373317218702 0.014676665751273799,0.6879826242207102
0.5474319588981146 0.3198595140728332,0.09489405974031506 0.44585625413616137,0.6678360881426607
0.5474319588981146 0.3198595140728332,0.7817600204471957 0.5597443149263214,0.7628772911445768
0.5474319588981146 0.3198595140728332,0.22020744956438365 0.17584682933564844,0.7472001454965681
0.5474319588981146 0.3198595140728332,0.7857694730818793 0.4529427129405077,0.8069768038704296
0.5474319588981146 0.3198595140728332,0.659817255006194 0.5611468277902241,0.8117846678107024
0.5474319588981146 0.3198595140728332,0.4161807017175817 0.8765935608568443,0.5955375843418997
0.5474319588981146 0.3198595140728332,0.7932771461642254 0.23071196504787472,0.8150849632952116
0.5474319588981146 0.3198595140728332,0.9226944964837334 0.7470972976794128,0.5979091546327743
0.5474319588981146 0.3198595140728332,0.1749541827394695 0.41645238033512566,0.727906380500337
0.5474319588981146 0.3198595140728332,0.33681319652220076 0.31536570846792833,0.851036149765159
0.5474319588981146 0.3198595140728332,0.0964133659287596 0.8712578765898291,0.49628483972066056
0.5474319588981146 0.3198595140728332,0.5728267849985398 0.7739230925326813,0.6784268120035243
0.5474319588981146 0.3198595140728332,0.9114573721271869 0.27564686242956404,0.7407035865636337
0.5474319588981146 0.3198595140728332,0.019319206102617725 0.5601723167607568,0.5897236767732249
0.5474319588981146 0.3198595140728332,0.5185982556255723 0.9637965716329955,0.544211498311087
0.5474319588981146 0.3198595140728332,0.5946056312940572 0.13684105633465515,0.8663566102641419
0.5474319588981146 0.3198595140728332,0.15304836997394833 0.38297118043930234,0.717580544540343
0.5474319588981146 0.3198595140728332,0.927305116499531 0.38114583766891197,0.7279157949034952
0.5474319588981146 0.3198595140728332,0.43629439397708636 0.11317118111311453,0.8340608163840691
0.5474319588981146 0.3198595140728332,0.33406197770095203 0.6865015965550205,0.7000390312699396
0.5474319588981146 0.3198595140728332,0.6899318816042029 0.5134477128939944,0.8300255626659371
0.3482657780021091 0.3400365603347527,0.9913828147586672 0.9114897198334548,0.391658715658889
0.3482657780021091 0.3400365603347527,0.22619410238022564 0.4067403460716331,0.9016361625881595
0.3482657780021091 0.3400365603347527,0.5304367689939553 0.6240736027570813,0.7613964465614824
0.3482657780021091 0.3400365603347527,0.2723344331710422 0.14679400591101732,0.8531867615504911
0.3482657780021091 0.3400365603347527,0.3482657780021091 0.3400365603347527,1.0
0.3482657780021091 0.3400365603347527,0.04484266663631031 0.7834946788534302,0.6200521829309799
0.3482657780021091 0.3400365603347527,0.4065891032040766 0.9586445252375024,0.5606382899570469
0.3482657780021091 0.3400365603347527,0.2528393991316127 0.3211487550378175,0.9312143075441176
0.3482657780021091 0.3400365603347527,0.659817255006194 0.5611468277902241,0.7298573773007516
0.3482657780021091 0.3400365603347527,0.9019042739110812 0.2422239522142704,0.6024557317356469
0.3482657780021091 0.3400365603347527,0.6227295386966003 0.29865984426384906,0.8037318306915572
0.3482657780021091 0.3400365603347527,0.6824691183078783 0.06522646084880357,0.6940486448379326
0.3482657780021091 0.3400365603347527,0.6089174045797852 0.2548569138123691,0.806099455107436
0.3482657780021091 0.3400365603347527,0.040645238937876305 0.19096380128667723,0.7582841714488119
0.3482657780021091 0.3400365603347527,0.568943589527718 0.6694043640214998,0.7196592728435951
0.3482657780021091 0.3400365603347527,0.09896663259025684 0.7200276515948334,0.6786409380925233
0.3482657780021091 0.3400365603347527,0.927305116499531 0.38114583766891197,0.5895267802825204
0.3482657780021091 0.3400365603347527,0.377957064769722 0.3072512832671581,0.968723436071752
0.3482657780021091 0.3400365603347527,0.22533693853909442 0.3285550253520966,0.9126978659559756
0.3482657780021091 0.3400365603347527,0.783493479733199 0.786410148548106,0.5591641277025027
0.9662119312717562 0.5752633391979809,0.6132168716982077 0.6775462318817685,0.7401276253436159
0.9662119312717562 0.5752633391979809,0.6968494824149378 0.7494776084768356,0.7731666465502621
0.9662119312717562 0.5752633391979809,0.060503421931124124 0.6509576690458656,0.35733463783118435
0.9662119312717562 0.5752633391979809,0.552904684187616 0.9781686716874896,0.5918605707354704
0.9662119312717562 0.5752633391979809,0.6490783489925313 0.8242591649645022,0.7148924498909177
0.9662119312717562 0.5752633391979809,0.5474319588981146 0.3198595140728332,0.6531514890115391
0.9662119312717562 0.5752633391979809,0.3482657780021091 0.3400365603347527,0.5324590468017137
0.9662119312717562 0.5752633391979809,0.9662119312717562 0.5752633391979809,1.0
0.9662119312717562 0.5752633391979809,0.11780164089721523 0.5114097018492164,0.3983866242277852
0.9662119312717562 0.5752633391979809,0.6576060093432711 0.46161835666795037,0.7674566738179944
0.9662119312717562 0.5752633391979809,0.34243611436183197 0.6402143414197069,0.5565392337245324
0.9662119312717562 0.5752633391979809,0.6914147832771159 0.7079978986429015,0.7842085082573628
0.9662119312717562 0.5752633391979809,0.4309170017367011 0.04612389414777762,0.4677739136917579
0.9662119312717562 0.5752633391979809,0.9019042739110812 0.2422239522142704,0.7601555628352997
0.9662119312717562 0.5752633391979809,0.5021556501056286 0.4598737791029889,0.6618705997190929
0.9662119312717562 0.5752633391979809,0.940886475188582 0.06130113416815042,0.6361329041222976
0.9662119312717562 0.5752633391979809,0.5822426174678123 0.19083438595435143,0.6158007977395944
0.9662119312717562 0.5752633391979809,0.5868877422141547 0.06718924227077616,0.5516551949823655
0.9662119312717562 0.5752633391979809,0.36708953739201033 0.4252206819411857,0.5632732880594105
0.9662119312717562 0.5752633391979809,0.22328219047045383 0.38759617887611153,0.45816812440095206
0.9662119312717562 0.5752633391979809,0.9178142688697296 0.8543092809701875,0.799738956177795
0.9662119312717562 0.5752633391979809,0.9586397177150704 0.6106083937168156,0.9744401555453925
0.9662119312717562 0.5752633391979809,0.47718368476523676 0.8932559548844334,0.587527013301263
0.04484266663631031 0.7834946788534302,0.9889142574816139 0.3743599400998223,0.2724484887321842
0.04484266663631031 0.7834946788534302,0.0037377872380011112 0.8665432505386659,0.9344764303120348
0.04484266663631031 0.7834946788534302,0.11645424475523647 0.24860065307198131,0.6183982200399425
0.04484266663631031 0.7834946788534302,0.15273465305262934 0.055650201178253256,0.47971245238084437
0.04484266663631031 0.7834946788534302,0.03828117056952951 0.5043936060823732,0.8025912083358631
0.04484266663631031 0.7834946788534302,0.34442363404142484 0.26489214798342997,0.576504226080027
0.04484266663631031 0.7834946788534302,0.6546322261921935 0.41162552814974185,0.4949604113594458
0.04484266663631031 0.7834946788534302,0.8915636510247362 0.1655781963129701,0.25879921586695576
0.04484266663631031 0.7834946788534302,0.659817255006194 0.5611468277902241,0.5375974096022311
0.04484266663631031 0.7834946788534302,0.5455202107698457 0.2854027574709781,0.5006135938243558
0.04484266663631031 0.7834946788534302,0.0964133659287596 0.8712578765898291,0.928021128438859
0.04484266663631031 0.7834946788534302,0.5918935470273893 0.34707384373584316,0.5051627484407694
0.04484266663631031 0.7834946788534302,0.5021556501056286 0.4598737791029889,0.6038525201361908
0.04484266663631031 0.7834946788534302,0.22328219047045383 0.38759617887611153,0.6929362558438014
0.04484266663631031 0.7834946788534302,0.7373119115049168 0.05000188274218709,0.28672398854441095
0.04484266663631031 0.7834946788534302,0.3073155919690693 0.11603329395072681,0.49285271524488533
0.04484266663631031 0.7834946788534302,0.8610115968957949 0.05066703593111732,0.2243815122910027
0.8661373317218702 0.014676665751273799,0.8976680693338719 0.6883521482444395,0.5231180213476523
0.8661373317218702 0.014676665751273799,0.2781027862568659 0.07250189492643389,0.5821912017504933
0.8661373317218702 0.014676665751273799,0.6888458847281189 0.7406720148901539,0.4715581847788621
0.8661373317218702 0.014676665751273799,0.5008843630017054 0.2986416115293751,0.672856437026759
0.8661373317218702 0.014676665751273799,0.6780816620098415 0.009461909646591882,0.8669734451470854
0.8661373317218702 0.014676665751273799,0.32988519263849736 0.5153192429842761,0.48124700154601724
0.8661373317218702 0.014676665751273799,0.7338045077668185 0.7356760716778783,0.4816602853135623
0.8661373317218702 0.014676665751273799,0.2187881180085096 0.3067832173782211,0.497811169977521
0.8661373317218702 0.014676665751273799,0.5872393346633806 0.02019252471991617,0.8027507700098689
0.8661373317218702 0.014676665751273799,0.34442363404142484 0.26489214798342997,0.5908588447148871
0.8661373317218702 0.014676665751273799,0.121106559765911 0.9193043343096167,0.1713197028157979
0.8661373317218702 0.014676665751273799,0.34243611436183197 0.6402143414197069,0.42312897943082123
0.8661373317218702 0.014676665751273799,0.7389624708310798 0.09179620937089861,0.894831399052067
0.8661373317218702 0.014676665751273799,0.7922317023502695 0.5060541420506871,0.6486356120299093
0.8661373317218702 0.014676665751273799,0.8571066843646331 0.11142966240758168,0.9312879379087402
0.8661373317218702 0.014676665751273799,0.5918935470273893 0.34707384373584316,0.69528904074873
0.8661373317218702 0.014676665751273799,0.5021556501056286 0.4598737791029889,0.5933778570411549
0.8661373317218702 0.014676665751273799,0.12880762482524166 0.8480365516847205,0.2131887786275302
0.8661373317218702 0.014676665751273799,0.4948355239092872 0.17871308479155834,0.7129695318816727
0.8661373317218702 0.014676665751273799,0.2670480116191133 0.9591450176948838,0.20913702789792274
0.8661373317218702 0.014676665751273799,0.040645238937876305 0.19096380128667723,0.4031271704105741
0.8661373317218702 0.014676665751273799,0.5526983741776873 0.15927949411342845,0.755916041005642
0.8661373317218702 0.014676665751273799,0.1394045632826848 0.17599419165521457,0.4736142759881061
0.8661373317218702 0.014676665751273799,0.6019499427465632 0.03607495277145434,0.8125795326265188
0.8661373317218702 0.014676665751273799,0.6584537461754606 0.720010821881871,0.48008234137035005
0.6796043442060397 0.8670442811506399,0.7214320488693411 0.7304235848427709,0.8989683922303339
0.6796043442060397 0.8670442811506399,0.5336371369067245 0.6395367367154201,0.8088637810595481
0.6796043442060397 0.8670442811506399,0.7038716867861071 0.7264240119000624,0.8990966699261039
0.6796043442060397 0.8670442811506399,0.9889142574816139 0.3743599400998223,0.5886543531485829
0.6796043442060397 0.8670442811506399,0.5474319588981146 0.3198595140728332,0.6019543312884938
0.6796043442060397 0.8670442811506399,0.6796043442060397 0.8670442811506399,1.0
0.6796043442060397 0.8670442811506399,0.15273465305262934 0.055650201178253256,0.3159122773831101
0.6796043442060397 0.8670442811506399,0.121106559765911 0.9193043343096167,0.6033572839565111
0.6796043442060397 0.8670442811506399,0.5142563121920192 0.7552002642775199,0.8588457301368033
0.6796043442060397 0.8670442811506399,0.5110395867796212 0.3191238624219236,0.5946416013537655
0.6796043442060397 0.8670442811506399,0.7176860544705412 0.8896109942948394,0.9686992556094746
0.6796043442060397 0.8670442811506399,0.7854190294162549 0.3739451905486011,0.6433885442398866
0.6796043442060397 0.8670442811506399,0.564258114685233 0.07572688885825751,0.4345409086374671
0.6796043442060397 0.8670442811506399,0.16582248553573853 0.24428427498186078,0.4291226823642198
0.11645424475523647 0.24860065307198131,0.9913828147586672 0.9114897198334548,0.22381641429358187
0.11645424475523647 0.24860065307198131,0.8189124081076585 0.5774477364772016,0.4515531586723387
0.11645424475523647 0.24860065307198131,0.2187881180085096 0.3067832173782211,0.9167610896146919
0.11645424475523647 0.24860065307198131,0.04484266663631031 0.7834946788534302,0.6183982200399425
0.11645424475523647 0.24860065307198131,0.09489405974031506 0.44585625413616137,0.8596885362326574
0.11645424475523647 0.24860065307198131,0.7389624708310798 0.09179620937089861,0.5460704211573676
0.11645424475523647 0.24860065307198131,0.7857694730818793 0.4529427129405077,0.5051573218177021
0.11645424475523647 0.24860065307198131,0.8915636510247362 0.1655781963129701,0.4487798443390526
0.11645424475523647 0.24860065307198131,0.5142563121920192 0.7552002642775199,0.5445388869889212
0.11645424475523647 0.24860065307198131,0.8955768352357861 0.25728698675627537,0.44904289486839494
0.11645424475523647 0.24860065307198131,0.8571066843646331 0.11142966240758168,0.46737352817419797
0.11645424475523647 0.24860065307198131,0.8556876341866331 0.6871302077837074,0.3922277670023517
0.11645424475523647 0.24860065307198131,0.1394045632826848 0.17599419165521457,0.946155708937828
0.11645424475523647 0.24860065307198131,0.5946056312940572 0.13684105633465515,0.6527832406753049
0.11645424475523647 0.24860065307198131,0.09896663259025684 0.7200276515948334,0.6664214998568568
0.11645424475523647 0.24860065307198131,0.15304836997394833 0.38297118043930234,0.9015252097603281
0.5063958888237886 0.9728339090631141,0.22619410238022564 0.4067403460716331,0.5533597850693727
0.5063958888237886 0.9728339090631141,0.3584431906256066 0.2560007005030497,0.4824384820146309
0.5063958888237886 0.9728339090631141,0.7456477638731561 0.48429654333472083,0.6153506678626128
0.5063958888237886 0.9728339090631141,0.5304367689939553 0.6240736027570813,0.7528040097675186
0.5063958888237886 0.9728339090631141,0.060503421931124124 0.6509576690458656,0.6111398670991927
0.5063958888237886 0.9728339090631141,0.7490392019105819 0.8555566456499051,0.8094353995367625
0.5063958888237886 0.9728339090631141,0.531360974769481 0.11264105838914817,0.39149568782675026
0.5063958888237886 0.9728339090631141,0.4065891032040766 0.9586445252375024,0.9287162954487854
0.5063958888237886 0.9728339090631141,0.7857694730818793 0.4529427129405077,0.5826653289103535
0.5063958888237886 0.9728339090631141,0.7922317023502695 0.5060541420506871,0.6129693402412926
0.5063958888237886 0.9728339090631141,0.8571066843646331 0.11142966240758168,0.34234684739405485
0.5063958888237886 0.9728339090631141,0.9777513648875662 0.9981943246714821,0.666219281941617
0.5063958888237886 0.9728339090631141,0.6227295386966003 0.29865984426384906,0.5162416989132417
0.5063958888237886 0.9728339090631141,0.1328562963997123 0.7093887649984012,0.6767855425266204
0.5063958888237886 0.9728339090631141,0.2923142959088555 0.8632181357834942,0.8299315635153246
0.5063958888237886 0.9728339090631141,0.8556876341866331 0.6871302077837074,0.680914331014871
0.5063958888237886 0.9728339090631141,0.1394045632826848 0.17599419165521457,0.3796629270061649
0.5063958888237886 0.9728339090631141,0.11392730836258502 0.8019389329590915,0.6973147843824985
0.5063958888237886 0.9728339090631141,0.5647934520901663 0.592379864514846,0.7278276691059632
0.5063958888237886 0.9728339090631141,0.25837978484017265 0.5745056515333408,0.6682038362323057
0.5063958888237886 0.9728339090631141,0.2614771989177008 0.16279114748251144,0.40160446180872833
0.5063958888237886 0.9728339090631141,0.47718368476523676 0.8932559548844334,0.9400583464641545
0.531360974769481 0.11264105838914817,0.7214320488693411 0.7304235848427709,0.5429539064815806
0.531360974769481 0.11264105838914817,0.9913828147586672 0.9114897198334548,0.34816440832124057
0.531360974769481 0.11264105838914817,0.5008843630017054 0.2986416115293751,0.8667239150610394
0.531360974769481 0.11264105838914817,0.05515007220873491 0.3134628381908585,0.6345508168291746
0.531360974769481 0.11264105838914817,0.9889142574816139 0.3743599400998223,0.627272365148132
0.531360974769481 0.11264105838914817,0.6796043442060397 0.8670442811506399,0.45635474843661655
0.531360974769481 0.11264105838914817,0.34243611436183197 0.6402143414197069,0.6037512322746659
0.531360974769481 0.11264105838914817,0.8255712732618715 0.38893446601625214,0.7146075098770304
0.531360974769481 0.11264105838914817,0.18700841781047517 0.836988163456877,0.43287681580444776
0.531360974769481 0.11264105838914817,0.2670480116191133 0.9591450176948838,0.3729313053541845
0.531360974769481 0.11264105838914817,0.8556876341866331 0.6871302077837074,0.5335101476019154
0.531360974769481 0.11264105838914817,0.1628765493077995 0.3169839409597188,0.7020597497273359
0.531360974769481 0.11264105838914817,0.18896304856838675 0.45513958956612033,0.6575517676164809
0.531360974769481 0.11264105838914817,0.25457345810055176 0.1258935403002832,0.8040574603862682
0.531360974769481 0.11264105838914817,0.25837978484017265 0.5745056515333408,0.6206336648729414
0.531360974769481 0.11264105838914817,0.8610115968957949 0.05066703593111732,0.7628183057992309
0.531360974769481 0.11264105838914817,0.0011970838212860269 0.13787664159359414,0.6246930683260713
0.09489405974031506 0.44585625413616137,0.2723344331710422 0.14679400591101732,0.7541104776157456
0.09489405974031506 0.44585625413616137,0.5063958888237886 0.9728339090631141,0.5272214026992367
0.09489405974031506 0.44585625413616137,0.34442363404142484 0.26489214798342997,0.7820401227673427
0.09489405974031506 0.44585625413616137,0.22140076015829524 0.2018010918624168,0.8056203875362589
0.09489405974031506 0.44585625413616137,0.6546322261921935 0.41162552814974185,0.6034659172375797
0.09489405974031506 0.44585625413616137,0.34243611436183197 0.6402143414197069,0.7774554708617168
0.09489405974031506 0.44585625413616137,0.7389624708310798 0.09179620937089861,0.4802968955912606
0.09489405974031506 0.44585625413616137,0.7932771461642254 0.23071196504787472,0.4832669932497581
0.09489405974031506 0.44585625413616137,0.8685201206150343 0.3057493775169209,0.44406510320877784
0.09489405974031506 0.44585625413616137,0.5435004078566966 0.40981895463941087,0.6817655404223683
0.09489405974031506 0.44585625413616137,0.8571066843646331 0.11142966240758168,0.4114385204620142
0.09489405974031506 0.44585625413616137,0.6227295386966003 0.29865984426384906,0.6125228549163778
0.09489405974031506 0.44585625413616137,0.9930953096064292 0.1341128079574293,0.32770934057639867
0.09489405974031506 0.44585625413616137,0.940886475188582 0.06130113416815042,0.3428904934146804
0.09489405974031506 0.44585625413616137,0.6666234422557502 0.34035306232300455,0.5889006140151481
0.09489405974031506 0.44585625413616137,0.8556876341866331 0.6871302077837074,0.43563310531732846
0.09489405974031506 0.44585625413616137,0.09896663259025684 0.7200276515948334,0.8061101588091073
0.09489405974031506 0.44585625413616137,0.9586397177150704 0.6106083937168156,0.3782284064197503
0.09489405974031506 0.44585625413616137,0.25837978484017265 0.5745056515333408,0.8528975701049034
0.09489405974031506 0.44585625413616137,0.16582248553573853 0.24428427498186078,0.8489005222279067
0.09489405974031506 0.44585625413616137,0.9936327936867492 0.5893578537203584,0.3564457983281974
0.4106124725702023 0.5663236358043527,0.6060653920112019 0.07510711700349904,0.6261714884730972
0.4106124725702023 0.5663236358043527,0.8976680693338719 0.6883521482444395,0.6449548534431468
0.4106124725702023 0.5663236358043527,0.5452304333232953 0.7812000888645182,0.8207043148357458
0.4106124725702023 0.5663236358043527,0.05515007220873491 0.3134628381908585,0.6915424656127942
0.4106124725702023 0.5663236358043527,0.2723344331710422 0.14679400591101732,0.6876492944313118
0.4106124725702023 0.5663236358043527,0.552904684187616 0.9781686716874896,0.6918901112682709
0.4106124725702023 0.5663236358043527,0.2187881180085096 0.3067832173782211,0.7717919679329608
0.4106124725702023 0.5663236358043527,0.04484266663631031 0.7834946788534302,0.6992086995340946
0.4106124725702023 0.5663236358043527,0.07047386078490303 0.07731790893523971,0.5787988152093942
0.4106124725702023 0.5663236358043527,0.22140076015829524 0.2018010918624168,0.7095884324310179
0.4106124725702023 0.5663236358043527,0.4065891032040766 0.9586445252375024,0.722572651143877
0.4106124725702023 0.5663236358043527,0.8915636510247362 0.1655781963129701,0.5573314200612685
0.4106124725702023 0.5663236358043527,0.09147074151689283 0.43497074451496676,0.7559661636680437
0.4106124725702023 0.5663236358043527,0.8685201206150343 0.3057493775169209,0.6274558024743944
0.4106124725702023 0.5663236358043527,0.59999233928682 0.6331059632431612,0.8580059628439487
0.4106124725702023 0.5663236358043527,0.12880762482524166 0.8480365516847205,0.718241114437912
0.4106124725702023 0.5663236358043527,0.7352152639016405 0.12371717828884232,0.6118843932701299
0.4106124725702023 0.5663236358043527,0.2670480116191133 0.9591450176948838,0.704264144447648
0.4106124725702023 0.5663236358043527,0.15304836997394833 0.38297118043930234,0.7764408469391082
0.4106124725702023 0.5663236358043527,0.40684154488276714 0.5378449571419773,0.9796867649797145
0.4106124725702023 0.5663236358043527,0.9178142688697296 0.8543092809701875,0.5875746164510184
0.4106124725702023 0.5663236358043527,0.564258114685233 0.07572688885825751,0.6364809829905517
0.4106124725702023 0.5663236358043527,0.6022936480012653 0.2697359346508079,0.7502942356590677
0.4106124725702023 0.5663236358043527,0.9936327936867492 0.5893578537203584,0.5874207530486758
0.3612102416002624 0.33834129070333874,0.8789690213623323 0.07649202642352149,0.5897322878749844
0.3612102416002624 0.33834129070333874,0.28321937977099865 0.14999439396946124,0.85585228403101
0.3612102416002624 0.33834129070333874,0.6534267069641305 0.35551579406733946,0.7930151863112263
0.3612102416002624 0.33834129070333874,0.5008843630017054 0.2986416115293751,0.8973235063030962
0.3612102416002624 0.33834129070333874,0.32988519263849736 0.5153192429842761,0.8729125216907451
0.3612102416002624 0.33834129070333874,0.2723344331710422 0.14679400591101732,0.8506861164605612
0.3612102416002624 0.33834129070333874,0.3482657780021091 0.3400365603347527,0.990768719564245
0.3612102416002624 0.33834129070333874,0.9662119312717562 0.5752633391979809,0.540566053948851
0.3612102416002624 0.33834129070333874,0.04484266663631031 0.7834946788534302,0.6138329497030607
0.3612102416002624 0.33834129070333874,0.6576060093432711 0.46161835666795037,0.7730113591731838
0.3612102416002624 0.33834129070333874,0.11978781574856712 0.6545332763697729,0.7186975297799539
0.3612102416002624 0.33834129070333874,0.7857694730818793 0.4529427129405077,0.6890466055700284
0.3612102416002624 0.33834129070333874,0.45596487796123086 0.6105127076405313,0.7962161423106598
0.3612102416002624 0.33834129070333874,0.5918935470273893 0.34707384373584316,0.8367654373527919
0.3612102416002624 0.33834129070333874,0.9930953096064292 0.1341128079574293,0.5304321069675577
0.3612102416002624 0.33834129070333874,0.5526983741776873 0.15927949411342845,0.8146208858635958
0.3612102416002624 0.33834129070333874,0.3073155919690693 0.11603329395072681,0.8382509989535818
0.3612102416002624 0.33834129070333874,0.16582248553573853 0.24428427498186078,0.846665239710038
0.03473876722575864 0.6373817117423319,0.5080605458044428 0.4124769337054982,0.6294492846716617
0.03473876722575864 0.6373817117423319,0.6534267069641305 0.35551579406733946,0.5192593410556599
0.03473876722575864 0.6373817117423319,0.7210973636253133 0.3990169754523799,0.4862364987865793
0.03473876722575864 0.6373817117423319,0.9889142574816139 0.3743599400998223,0.30013168432805665
0.03473876722575864 0.6373817117423319,0.6490783489925313 0.8242591649645022,0.545942567372707
0.03473876722575864 0.6373817117423319,0.9978527409502007 0.9999722978138791,0.2723117221326864
0.03473876722575864 0.6373817117423319,0.11978781574856712 0.6545332763697729,0.9386505223176093
0.03473876722575864 0.6373817117423319,0.5435004078566966 0.40981895463941087,0.6059040628236783
0.03473876722575864 0.6373817117423319,0.6824691183078783 0.06522646084880357,0.38888780128441136
0.03473876722575864 0.6373817117423319,0.9930953096064292 0.1341128079574293,0.2345828418957766
0.03473876722575864 0.6373817117423319,0.6904363965658428 0.8383435686080799,0.5150644119900378
0.03473876722575864 0.6373817117423319,0.5946056312940572 0.13684105633465515,0.4689671134488857
0.03473876722575864 0.6373817117423319,0.905225978802388 0.35868955018238535,0.3536961602955577
0.03473876722575864 0.6373817117423319,0.2614771989177008 0.16279114748251144,0.6280816486844348
0.03473876722575864 0.6373817117423319,0.6584537461754606 0.720010821881871,0.5551135286341699
0.03473876722575864 0.6373817117423319,0.26033962944165734 0.9646661072261143,0.7189209856999799
0.7817600204471957 0.5597443149263214,0.6060653920112019 0.07510711700349904,0.6354853802165497
0.7817600204471957 0.5597443149263214,0.38685077147414215 0.16487364192537168,0.6051100385419477
0.7817600204471957 0.5597443149263214,0.6132168716982077 0.6775462318817685,0.8545969659384619
0.7817600204471957 0.5597443149263214,0.9889142574816139 0.3743599400998223,0.8034290912277153
0.7817600204471957 0.5597443149263214,0.0037377872380011112 0.8665432505386659,0.4086269441965208
0.7817600204471957 0.5597443149263214,0.7817600204471957 0.5597443149263214,1.0
0.7817600204471957 0.5597443149263214,0.11780164089721523 0.5114097018492164,0.5292681418280948
0.7817600204471957 0.5597443149263214,0.121106559765911 0.9193043343096167,0.46814174696209077
