P1,P2,similarity
0.09506479225348552 0.20506620306516357 0.17885832852562733 0.2926789501291488 0.22720320850128423 0.44168795230582825,0.7612660566515259 0.6241140653102683 0.7790170910988747 0.61796609764034 0.8344395437872457 0.8858421733636389,1.285082270962507
0.09506479225348552 0.20506620306516357 0.17885832852562733 0.2926789501291488 0.22720320850128423 0.44168795230582825,0.7150414238033908 0.6606800206049291 0.7201870352990779 0.5770140415969218 0.7870227744337953 0.8811543928855974,1.2134112601318838
0.09506479225348552 0.20506620306516357 0.17885832852562733 0.2926789501291488 0.22720320850128423 0.44168795230582825,0.7137201320788911 0.6421236772831208 0.7205808876240073 0.8170175957129049 0.8801372527035695 0.8076302836218372,1.30475463880391
0.09506479225348552 0.20506620306516357 0.17885832852562733 0.2926789501291488 0.22720320850128423 0.44168795230582825,0.5595665038287234 0.9029437975185508 0.6828827779993509 0.7946727172573179 0.7689209057595435 0.6251525384117158,1.2393347742547163
0.09506479225348552 0.20506620306516357 0.17885832852562733 0.2926789501291488 0.22720320850128423 0.44168795230582825,0.7006057703469308 0.7481122849227781 0.6936305504311492 0.7351273971413973 0.6694076034701367 0.6928203860204663,1.1751349786614207
0.09506479225348552 0.20506620306516357 0.17885832852562733 0.2926789501291488 0.22720320850128423 0.44168795230582825,0.6395208774653908 0.761584033121794 0.905529858504662 0.7811959340437491 0.6645343294453823 0.8231587963351135,1.3075256762836207
0.09506479225348552 0.20506620306516357 0.17885832852562733 0.2926789501291488 0.22720320850128423 0.44168795230582825,0.8594804124580178 0.7516810845555758 0.9129420409774652 0.7461427267011114 0.7551238736903302 0.6782421727706566,1.400816008825857
0.09506479225348552 0.20506620306516357 0.17885832852562733 0.2926789501291488 0.22720320850128423 0.44168795230582825,0.6303840508156863 0.6917285238579104 0.6563065911419789 0.616591835998995 0.7790365273149192 0.7728476060958214,1.1271512996160056
0.09506479225348552 0.20506620306516357 0.17885832852562733 0.2926789501291488 0.22720320850128423 0.44168795230582825,0.7594278956255303 0.749175141084395 0.7315300456863888 0.9031913303947328 0.7012445871350828 0.7767004809210799,1.3238402040834616
0.09506479225348552 0.20506620306516357 0.17885832852562733 0.2926789501291488 0.22720320850128423 0.44168795230582825,0.6978559517905352 0.8283603575484227 0.5978792205428927 0.701045666168703 0.8753553269474784 0.7080417089488766,1.2590632073367287
0.09506479225348552 0.20506620306516357 0.17885832852562733 0.2926789501291488 0.22720320850128423 0.44168795230582825,0.6408258697932843 0.6507658669102385 0.6761441507516971 0.7077577128968588 0.7126418279387773 0.8674679725003965,1.1545675342894033
0.09506479225348552 0.20506620306516357 0.17885832852562733 0.2926789501291488 0.22720320850128423 0.44168795230582825,0.7473955965097304 0.7633644183200488 0.4700901046772156 0.6975807361872834 0.8375535655351372 0.8757018599048301,1.2437400891876778
0.09506479225348552 0.20506620306516357 0.17885832852562733 0.2926789501291488 0.22720320850128423 0.44168795230582825,0.6640545736327822 0.6859000073205749 0.8749305862349095 0.7158355907035169 0.8225055757133912 0.8041782627505485,1.3054933100625683
0.09506479225348552 0.20506620306516357 0.17885832852562733 0.2926789501291488 0.22720320850128423 0.44168795230582825,0.5916878661599682 0.6878972488433521 0.7296196321452095 0.6776930833714824 0.6147755821356579 0.8461279174936325,1.1158486559163678
0.09506479225348552 0.20506620306516357 0.17885832852562733 0.2926789501291488 0.22720320850128423 0.44168795230582825,0.6914891781492829 0.8368233299232208 0.6285472941743738 0.841115110059919 0.6223763468942654 0.6067326786590441,1.2005178356764807
0.09506479225348552 0.20506620306516357 0.17885832852562733 0.2926789501291488 0.22720320850128423 0.44168795230582825,0.8080760689908533 0.7662480287356864 0.6661144326999183 0.7987726299950907 0.5567819954549733 0.8441405995812532,1.2599403780265848
0.09506479225348552 0.20506620306516357 0.17885832852562733 0.2926789501291488 0.22720320850128423 0.44168795230582825,0.7687058173555359 0.7276693180023777 0.7654580553946768 0.8252070950663887 0.5743978609629967 0.8465457317178272,1.2802521858619051
0.09506479225348552 0.20506620306516357 0.17885832852562733 0.2926789501291488 0.22720320850128423 0.44168795230582825,0.9053394213414098 0.8977506354570542 0.8149179831398946 0.9827774151436149 0.8747318916874746 0.6586305348043049,1.5759193991809806
0.09506479225348552 0.20506620306516357 0.17885832852562733 0.2926789501291488 0.22720320850128423 0.44168795230582825,0.8707846743167509 0.8711641678059514 0.5941536060054708 0.6554947442530326 0.6235708690064411 0.7373188468352715,1.2625522761919528
0.09506479225348552 0.20506620306516357 0.17885832852562733 0.2926789501291488 0.22720320850128423 0.44168795230582825,0.7232382553044903 0.7936007742498267 0.7940323765936514 0.6006619854365887 0.7165551503125343 0.7572398405804981,1.2463169010178516
0.09506479225348552 0.20506620306516357 0.17885832852562733 0.2926789501291488 0.22720320850128423 0.44168795230582825,0.7727806845950037 0.8161258000373491 0.9215570370107729 0.8982231905783755 0.8047631114938518 0.6367066033374722,1.4569095978494309
0.09506479225348552 0.20506620306516357 0.17885832852562733 0.2926789501291488 0.22720320850128423 0.44168795230582825,0.7596102124468528 0.6250610081625793 0.8248218876599999 0.7035043299850221 0.7810833454448574 0.8355882859248362,1.290737519094359
0.09506479225348552 0.20506620306516357 0.17885832852562733 0.2926789501291488 0.22720320850128423 0.44168795230582825,0.9824322558890695 0.7251805881896621 0.6312956581329081 0.7943472799389069 0.6915260929538586 0.5512871663016924,1.3198175511121353
0.09506479225348552 0.20506620306516357 0.17885832852562733 0.2926789501291488 0.22720320850128423 0.44168795230582825,0.7164774838682066 0.9287074100129364 0.8383398815730778 0.739951998624151 0.7210015427545347 0.8560529606451861,1.400112346727909
0.09506479225348552 0.20506620306516357 0.17885832852562733 0.2926789501291488 0.22720320850128423 0.44168795230582825,0.8556249128239093 0.5008214584813967 0.6377517572204674 0.8796171662781764 0.9926461351707345 0.7033791192988995,1.3694479389354006
0.09506479225348552 0.20506620306516357 0.17885832852562733 0.2926789501291488 0.22720320850128423 0.44168795230582825,0.9645167272009745 0.7718473683389072 0.774580857188936 0.8191235480022894 0.8704524353195469 0.8419153170930384,1.5110156563075785
0.09506479225348552 0.20506620306516357 0.17885832852562733 0.2926789501291488 0.22720320850128423 0.44168795230582825,0.5863782862050086 0.7075642940117111 0.9060510678288428 0.7710882962668006 0.7297942992200107 0.646170011449211,1.2433779716129385
0.09506479225348552 0.20506620306516357 0.17885832852562733 0.2926789501291488 0.22720320850128423 0.44168795230582825,0.756333312787168 0.7856422559767863 0.8186825331046869 0.6379902538163452 0.8285192674810015 0.8045493135289705,1.3402271781075896
0.09506479225348552 0.20506620306516357 0.17885832852562733 0.2926789501291488 0.22720320850128423 0.44168795230582825,0.6945488541244729 0.904524899519057 0.8429697323810927 0.7861053582898327 0.7017533203784367 0.6726473214248333,1.345985595892473
0.09506479225348552 0.20506620306516357 0.17885832852562733 0.2926789501291488 0.22720320850128423 0.44168795230582825,0.8778827014046607 0.6720737492991234 0.8500606561882404 0.699779763740883 0.7260576102081132 0.6677924940086907,1.3217876312446213
0.09506479225348552 0.20506620306516357 0.17885832852562733 0.2926789501291488 0.22720320850128423 0.44168795230582825,0.8263348749484001 0.9036625717720888 0.7135780483530069 0.78540813805825 0.7062620856858477 0.7184002910205857,1.3629259619770244
0.09506479225348552 0.20506620306516357 0.17885832852562733 0.2926789501291488 0.22720320850128423 0.44168795230582825,0.9402711409264708 0.6755865204720871 0.7893621455265301 0.8372046314653999 0.7118165166159938 0.7445454344023986,1.389805375583563
0.09506479225348552 0.20506620306516357 0.17885832852562733 0.2926789501291488 0.22720320850128423 0.44168795230582825,0.7589367011735222 0.8599951742897911 0.7962745425687054 0.769695090447985 0.7488607553276827 0.7312886378285242,1.3544003106565656
0.09506479225348552 0.20506620306516357 0.17885832852562733 0.2926789501291488 0.22720320850128423 0.44168795230582825,0.6881919066824594 0.6756198040378365 0.8122844306172791 0.6839732288345497 0.5737453750519543 0.8457891115790146,1.187833963456745
0.09506479225348552 0.20506620306516357 0.17885832852562733 0.2926789501291488 0.22720320850128423 0.44168795230582825,0.8573919859426058 0.9138960196674326 0.5839714900011899 0.700710538334986 0.6580946883758321 0.7727446132966649,1.3074612384050697
0.09506479225348552 0.20506620306516357 0.17885832852562733 0.2926789501291488 0.22720320850128423 0.44168795230582825,0.7460972517326071 0.5702999271257958 0.6163972060858804 0.6154208400793342 0.8089661257413869 0.5206236605545425,1.0943127849497039
0.3901285200309877 0.24929005608502855 0.1635786070376844 0.24875433877838937 0.3033656893635951 0.2516533520148248,0.39421848585368313 0.5777230262752313 0.45851831913186497 0.5024348567037713 0.5736004136232232 0.5924160594032863,0.6696075056448136
0.3901285200309877 0.24929005608502855 0.1635786070376844 0.24875433877838937 0.3033656893635951 0.2516533520148248,0.3645939999487686 0.5182318902868106 0.34382120934887317 0.466376119514689 0.5190125370831932 0.4994021048130676,0.5105990251487755
0.3901285200309877 0.24929005608502855 0.1635786070376844 0.24875433877838937 0.3033656893635951 0.2516533520148248,0.46277033787114774 0.19225067226285508 0.6673485671293043 0.705790964679534 0.5766065174664707 0.5582908717334238,0.799927555315649
0.3901285200309877 0.24929005608502855 0.1635786070376844 0.24875433877838937 0.3033656893635951 0.2516533520148248,0.5003350501410962 0.5350688114515975 0.4203048653876759 0.42852887570468 0.3537265109319145 0.4960515010029564,0.5042904914125245
0.3901285200309877 0.24929005608502855 0.1635786070376844 0.24875433877838937 0.3033656893635951 0.2516533520148248,0.40384685780962254 0.4825444840897373 0.2830567913046865 0.6340461952492548 0.44656435870637085 0.6312782658441666,0.6180142443788775
0.3901285200309877 0.24929005608502855 0.1635786070376844 0.24875433877838937 0.3033656893635951 0.2516533520148248,0.44172607301233036 0.5401478889214996 0.5075520007820913 0.5034124034481398 0.5351495608873682 0.5599025991511538,0.6474336825961723
0.3901285200309877 0.24929005608502855 0.1635786070376844 0.24875433877838937 0.3033656893635951 0.2516533520148248,0.4546454650324726 0.4761874009638838 0.40997456310437386 0.5130131288371141 0.6521072881317298 0.4918996976021498,0.6045887245674839
0.3901285200309877 0.24929005608502855 0.1635786070376844 0.24875433877838937 0.3033656893635951 0.2516533520148248,0.6088361967347564 0.485174913362257 0.5162807234285945 0.650532334580106 0.6332153961952516 0.2939628750701463,0.7070289805920466
0.3901285200309877 0.24929005608502855 0.1635786070376844 0.24875433877838937 0.3033656893635951 0.2516533520148248,0.3366512665413593 0.45490609881586946 0.5164186038180482 0.4110588317934589 0.6195945190463248 0.5498647509809863,0.620408975310476
0.3901285200309877 0.24929005608502855 0.1635786070376844 0.24875433877838937 0.3033656893635951 0.2516533520148248,0.6056414037500323 0.48794150571990974 0.42167326054307447 0.539271774039284 0.4987348981292635 0.37890940669279827,0.5556768656389167
0.3901285200309877 0.24929005608502855 0.1635786070376844 0.24875433877838937 0.3033656893635951 0.2516533520148248,0.46004247185810077 0.4791512942959855 0.44810828460938473 0.46308510185866736 0.32872307720803096 0.7305450699143043,0.6438938091833125
0.3901285200309877 0.24929005608502855 0.1635786070376844 0.24875433877838937 0.3033656893635951 0.2516533520148248,0.6947745349919848 0.5705545517172217 0.37634910416612716 0.6299937220518682 0.4805654680430687 0.3497959963770665,0.6539622027295756
0.3901285200309877 0.24929005608502855 0.1635786070376844 0.24875433877838937 0.3033656893635951 0.2516533520148248,0.6947066850492838 0.4503335526342907 0.5399556570240682 0.5591635849021355 0.4514116289529807 0.6418141441727043,0.7384734077219023
0.3901285200309877 0.24929005608502855 0.1635786070376844 0.24875433877838937 0.3033656893635951 0.2516533520148248,0.48480804231569147 0.5146602297352163 0.4227728356119294 0.31863106573378197 0.39570999704252596 0.5148515197968226,0.47880130825206474
0.3901285200309877 0.24929005608502855 0.1635786070376844 0.24875433877838937 0.3033656893635951 0.2516533520148248,0.5863879680382896 0.591670491717965 0.7036786650775104 0.5219751162540577 0.3671844197158164 0.5280669936822349,0.7762584178087677
0.3901285200309877 0.24929005608502855 0.1635786070376844 0.24875433877838937 0.3033656893635951 0.2516533520148248,0.4421076764410864 0.3901010980497454 0.46959569293530284 0.19134527341232854 0.49804042515019814 0.3745442129322961,0.41529779235915854
0.3901285200309877 0.24929005608502855 0.1635786070376844 0.24875433877838937 0.3033656893635951 0.2516533520148248,0.395217246447573 0.5909943491540828 0.5072866276727666 0.345098697063807 0.3775280139578763 0.536105169380561,0.5749939518399977
0.3901285200309877 0.24929005608502855 0.1635786070376844 0.24875433877838937 0.3033656893635951 0.2516533520148248,0.5366473251016117 0.309958069895914 0.45945119186634475 0.3667744257384402 0.6500201411437501 0.4983784146003657,0.5546713089435679
0.3901285200309877 0.24929005608502855 0.1635786070376844 0.24875433877838937 0.3033656893635951 0.2516533520148248,0.464670589265001 0.4613497049431241 0.43458137245277584 0.6864657033953896 0.5059152872121553 0.3941115274804281,0.6139057123717069
0.3901285200309877 0.24929005608502855 0.1635786070376844 0.24875433877838937 0.3033656893635951 0.2516533520148248,0.496199490846334 0.5717844767316234 0.5536920476106038 0.45215469289607296 0.6767865817359081 0.7080345584185791,0.8102720970065632
0.3901285200309877 0.24929005608502855 0.1635786070376844 0.24875433877838937 0.3033656893635951 0.2516533520148248,0.5516484624788897 0.5123273588604131 0.5404961019236513 0.3427109523335628 0.5340461328284434 0.4693501759532877,0.5888780279409525
0.3901285200309877 0.24929005608502855 0.1635786070376844 0.24875433877838937 0.3033656893635951 0.2516533520148248,0.45423731716490395 0.3790099320466548 0.3651552604813735 0.3786951360564247 0.5754483889265167 0.4087341627233495,0.42090179210186357
0.3901285200309877 0.24929005608502855 0.1635786070376844 0.24875433877838937 0.3033656893635951 0.2516533520148248,0.7035785103311433 0.6166223481162997 0.6529892101223693 0.5491286226824215 0.38575812789384845 0.47038468766542463,0.7858519384420622
0.3901285200309877 0.24929005608502855 0.1635786070376844 0.24875433877838937 0.3033656893635951 0.2516533520148248,0.47686944755593763 0.7224908564828276 0.4487124024769947 0.6170831018779386 0.3570693187565047 0.41345685359066847,0.6909955122612965
0.3901285200309877 0.24929005608502855 0.1635786070376844 0.24875433877838937 0.3033656893635951 0.2516533520148248,0.5002561502819478 0.44378805825146 0.44984615876091716 0.5342406448925011 0.48329736323399314 0.5858439862347175,0.5978861908438903
0.3901285200309877 0.24929005608502855 0.1635786070376844 0.24875433877838937 0.3033656893635951 0.2516533520148248,0.2687709017691603 0.4960696713557529 0.5913532421773053 0.42133601664039116 0.5005292727691576 0.6001466001220128,0.6698689772063415
0.3901285200309877 0.24929005608502855 0.1635786070376844 0.24875433877838937 0.3033656893635951 0.2516533520148248,0.5758304108259338 0.563609806396762 0.5200823218287782 0.4169650226098043 0.5729797941597818 0.4491932303214293,0.6327603017906288
0.3901285200309877 0.24929005608502855 0.1635786070376844 0.24875433877838937 0.3033656893635951 0.2516533520148248,0.5001978643389282 0.5196465412823368 0.5802511345868021 0.71610688906765 0.6504529007347936 0.3384927311001546,0.7779800133538323
0.3901285200309877 0.24929005608502855 0.1635786070376844 0.24875433877838937 0.3033656893635951 0.2516533520148248,0.505731567578512 0.6059408988499513 0.4198147732858256 0.7514090127579569 0.43570125596444276 0.5321820962886452,0.7450447375598791
0.3901285200309877 0.24929005608502855 0.1635786070376844 0.24875433877838937 0.3033656893635951 0.2516533520148248,0.4638131523304005 0.6152150592573183 0.5312958326366548 0.6407231152116408 0.7475582816918578 0.680280353710559,0.8995633264792987
0.3901285200309877 0.24929005608502855 0.1635786070376844 0.24875433877838937 0.3033656893635951 0.2516533520148248,0.6089387036712283 0.5276195285124654 0.5621769320476123 0.425216670697636 0.5465981858075729 0.4583090525540706,0.6459360625210872
0.3901285200309877 0.24929005608502855 0.1635786070376844 0.24875433877838937 0.3033656893635951 0.2516533520148248,0.5606225144963191 0.6391648967259316 0.5772935092639063 0.45746632018566996 0.5870996458016908 0.46943292082936144,0.7236879186842765
0.3901285200309877 0.24929005608502855 0.1635786070376844 0.24875433877838937 0.3033656893635951 0.2516533520148248,0.5926787826945864 0.5140129470830426 0.3457030968372762 0.6379430495636821 0.36822245277779614 0.3853229140944232,0.5637516757385617
0.3901285200309877 0.24929005608502855 0.1635786070376844 0.24875433877838937 0.3033656893635951 0.2516533520148248,0.7093499827055496 0.6001784929581079 0.6728900762294194 0.4435113937679795 0.4576879065752826 0.5202408108785158,0.7863256896895636
0.3901285200309877 0.24929005608502855 0.1635786070376844 0.24875433877838937 0.3033656893635951 0.2516533520148248,0.6566618233564407 0.6083479807658347 0.5361582782510557 0.4400284998218147 0.4475694236561327 0.5043550279433381,0.6782454313469334
0.3901285200309877 0.24929005608502855 0.1635786070376844 0.24875433877838937 0.3033656893635951 0.2516533520148248,0.362435873029756 0.5955444968369865 0.3538879647081186 0.46642091471619934 0.3597403077894239 0.6156911185842835,0.5830583190619504
0.3901285200309877 0.24929005608502855 0.1635786070376844 0.24875433877838937 0.3033656893635951 0.2516533520148248,0.5790649695260035 0.5885785213990437 0.39028309925160887 0.3636550159508517 0.45616432669208834 0.4924067546495707,0.5447204434361157
0.3901285200309877 0.24929005608502855 0.1635786070376844 0.24875433877838937 0.3033656893635951 0.2516533520148248,0.3928285092424974 0.5059284528725194 0.38737857400187814 0.5669743978349772 0.4972610092679166 0.49520833752138377,0.5604778442476095
0.3901285200309877 0.24929005608502855 0.1635786070376844 0.24875433877838937 0.3033656893635951 0.2516533520148248,0.391205424290806 0.403989258850334 0.4054678917051087 0.6669293846859097 0.44947185345144475 0.4921190038718071,0.580072873890126
0.3901285200309877 0.24929005608502855 0.1635786070376844 0.24875433877838937 0.3033656893635951 0.2516533520148248,0.45137486436733426 0.5659539132234036 0.4950754547034236 0.45067380542989904 0.4019878830001321 0.4882446406605659,0.5660304930639399
0.3901285200309877 0.24929005608502855 0.1635786070376844 0.24875433877838937 0.3033656893635951 0.2516533520148248,0.6419064946880682 0.4604440126649737 0.5414024494878084 0.5745143426598249 0.5760406356804788 0.5758808601196497,0.7323412328383371
0.3901285200309877 0.24929005608502855 0.1635786070376844 0.24875433877838937 0.3033656893635951 0.2516533520148248,0.6609985994245773 0.4500788853686683 0.6427598099426056 0.5483525751458466 0.34428580809649945 0.6275725395333912,0.7589796927384923
0.3901285200309877 0.24929005608502855 0.1635786070376844 0.24875433877838937 0.3033656893635951 0.2516533520148248,0.4729594739936641 0.6353308577901416 0.6030506652620016 0.45345154049500325 0.5496997708911707 0.5136443580781969,0.7212800211056419
0.3901285200309877 0.24929005608502855 0.1635786070376844 0.24875433877838937 0.3033656893635951 0.2516533520148248,0.6650536108991102 0.37898411871472515 0.48240185084926024 0.5653489853632134 0.3049594129424602 0.4723371876187436,0.585652355721933
0.3901285200309877 0.24929005608502855 0.1635786070376844 0.24875433877838937 0.3033656893635951 0.2516533520148248,0.41739317585099356 0.4042127595670711 0.5612881110315279 0.42374201355382596 0.4681366227585657 0.4535390768770219,0.5305141353408934
0.3901285200309877 0.24929005608502855 0.1635786070376844 0.24875433877838937 0.3033656893635951 0.2516533520148248,0.4875173334956611 0.5766650339857553 0.4811492250213083 0.3823642857164224 0.49311351890373767 0.4409506066727062,0.5542556827918401
0.3901285200309877 0.24929005608502855 0.1635786070376844 0.24875433877838937 0.3033656893635951 0.2516533520148248,0.5779421059006654 0.5771954958287114 0.4322760187384247 0.5685675513661044 0.3724511816521886 0.2690317316554589,0.5677583321931685
0.3901285200309877 0.24929005608502855 0.1635786070376844 0.24875433877838937 0.3033656893635951 0.2516533520148248,0.5684425697803946 0.43711951633939417 0.6276963374744653 0.5642061480722353 0.40560483418979587 0.43728830663347096,0.6533789844195246
0.3901285200309877 0.24929005608502855 0.1635786070376844 0.24875433877838937 0.3033656893635951 0.2516533520148248,0.5977453751566313 0.6232503753978579 0.5044730795566496 0.3405830845254718 0.41635446465263476 0.44705119439067653,0.5987816121414692
0.3901285200309877 0.24929005608502855 0.1635786070376844 0.24875433877838937 0.3033656893635951 0.2516533520148248,0.4828188391430878 0.5044585158995257 0.3727812456317937 0.554698644032308 0.34890382281866983 0.47976817746076855,0.5149564983957884
0.3901285200309877 0.24929005608502855 0.1635786070376844 0.24875433877838937 0.3033656893635951 0.2516533520148248,0.47929298958107425 0.42121463203633724 0.49376077599481893 0.32990566126680976 0.491042017959991 0.42107449807743824,0.46587562002495336
0.3901285200309877 0.24929005608502855 0.1635786070376844 0.24875433877838937 0.3033656893635951 0.2516533520148248,0.527767955674911 0.46910284648891715 0.5440492690429051 0.5742281381501829 0.5569788770784206 0.4575375147318103,0.6516604432020349
0.3901285200309877 0.24929005608502855 0.1635786070376844 0.24875433877838937 0.3033656893635951 0.2516533520148248,0.37782754966347243 0.44380290353683793 0.6467936543918492 0.549234208468185 0.5805450616186109 0.6073789281544681,0.7517583293171041
0.3901285200309877 0.24929005608502855 0.1635786070376844 0.24875433877838937 0.3033656893635951 0.2516533520148248,0.6312270204810098 0.4336883586199182 0.2989583668376593 0.6043171038905057 0.5426153205391255 0.42211172628248067,0.5684894225667445
0.3901285200309877 0.24929005608502855 0.1635786070376844 0.24875433877838937 0.3033656893635951 0.2516533520148248,0.5316166754061605 0.45832410119148465 0.5253845174146519 0.4344561561913927 0.6615385047936629 0.7200934707526591,0.7594910943885078
0.3901285200309877 0.24929005608502855 0.1635786070376844 0.24875433877838937 0.3033656893635951 0.2516533520148248,0.547362755957408 0.5257476773266834 0.5588224473997445 0.4745675789270213 0.6179487471316234 0.4498901896746317,0.6682971480565932
0.3901285200309877 0.24929005608502855 0.1635786070376844 0.24875433877838937 0.3033656893635951 0.2516533520148248,0.553889989672138 0.6460180267556231 0.5813612210337845 0.5751661282790032 0.6317074132562259 0.4001867013610741,0.7714715251068212
0.3901285200309877 0.24929005608502855 0.1635786070376844 0.24875433877838937 0.3033656893635951 0.2516533520148248,0.5523670508178299 0.363916066949558 0.739571841616484 0.27506015954589136 0.48441011454758615 0.48046250944887386,0.6760557522433114
0.3901285200309877 0.24929005608502855 0.1635786070376844 0.24875433877838937 0.3033656893635951 0.2516533520148248,0.44822245556653817 0.46971659871366944 0.5012855510128467 0.529927681479416 0.4850446743469542 0.582359655336451,0.6224476743768718
0.3901285200309877 0.24929005608502855 0.1635786070376844 0.24875433877838937 0.3033656893635951 0.2516533520148248,0.4614173326126313 0.46572353754718687 0.3878045600674767 0.4552424219279163 0.47671313479172606 0.2543641372250858,0.41820669337652966
0.3901285200309877 0.24929005608502855 0.1635786070376844 0.24875433877838937 0.3033656893635951 0.2516533520148248,0.47294951179708666 0.4292583900145166 0.5048327458910415 0.6060890492518242 0.4062633626058031 0.5788924453518689,0.6332959465012126
0.3901285200309877 0.24929005608502855 0.1635786070376844 0.24875433877838937 0.3033656893635951 0.2516533520148248,0.6177062741659635 0.5105190065570172 0.45234608006876276 0.5585608349004848 0.6387781136760007 0.5642027891527142,0.7138540203013201
0.3901285200309877 0.24929005608502855 0.1635786070376844 0.24875433877838937 0.3033656893635951 0.2516533520148248,0.5881250328726231 0.4918240515069916 0.29945944682401127 0.46774159736872795 0.5588752087268049 0.5173884153457129,0.5480370593741152
0.3901285200309877 0.24929005608502855 0.1635786070376844 0.24875433877838937 0.3033656893635951 0.2516533520148248,0.444900007209174 0.6265252167629463 0.2913024148789787 0.3506415809552551 0.5700822922571294 0.49542764468223965,0.5500584655214912
0.3901285200309877 0.24929005608502855 0.1635786070376844 0.24875433877838937 0.3033656893635951 0.2516533520148248,0.37707296891724384 0.6202867000173313 0.7547985592843969 0.5006450983463437 0.44014379597927883 0.4563284376559341,0.7819201270243709
0.3901285200309877 0.24929005608502855 0.1635786070376844 0.24875433877838937 0.3033656893635951 0.2516533520148248,0.5663981520866286 0.5509195790973409 0.6218670881248154 0.5968316469678212 0.6532356125600765 0.47545210860546294,0.7910324540246397
0.3901285200309877 0.24929005608502855 0.1635786070376844 0.24875433877838937 0.3033656893635951 0.2516533520148248,0.7351581817862968 0.7491048492573764 0.8669777327443995 0.608300946278226 0.6864676774079952 0.7293646010683019,1.169563832670247
0.3901285200309877 0.24929005608502855 0.1635786070376844 0.24875433877838937 0.3033656893635951 0.2516533520148248,0.8133900324379573 0.6041798730057284 0.8474123262462822 0.757007919439993 0.7032993919750133 0.7485376967493585,1.1991198298534609
0.3901285200309877 0.24929005608502855 0.1635786070376844 0.24875433877838937 0.3033656893635951 0.2516533520148248,0.6550053567951319 0.43662263855884 0.6906050045925277 0.6577167922192987 0.7415689716841609 0.8596312300281583,1.0544759665087884
0.3901285200309877 0.24929005608502855 0.1635786070376844 0.24875433877838937 0.3033656893635951 0.2516533520148248,0.9726899954257087 0.5007696281602266 0.8381501804503252 0.7821149339786018 0.8504560425374706 0.8297186885469588,1.332519256067189
0.3901285200309877 0.24929005608502855 0.1635786070376844 0.24875433877838937 0.3033656893635951 0.2516533520148248,0.7936477682833663 0.7546744721514803 0.7007251133823662 0.7197750712542376 0.8126776275268799 0.7402731460496157,1.1944773103293416
0.3901285200309877 0.24929005608502855 0.1635786070376844 0.24875433877838937 0.3033656893635951 0.2516533520148248,0.629522610453154 0.7728828866933556 0.8344821046400762 0.8605642467892075 0.9702116042160911 0.7594320951124187,1.3632331332263237
0.3901285200309877 0.24929005608502855 0.1635786070376844 0.24875433877838937 0.3033656893635951 0.2516533520148248,0.7025371453636166 0.8132741183496486 0.812706353415882 0.7489544798954157 0.7417300201040115 0.8093946776353136,1.2611434719066066
0.3901285200309877 0.24929005608502855 0.1635786070376844 0.24875433877838937 0.3033656893635951 0.2516533520148248,0.859437028717029 0.7099266028371563 0.6366178513399782 0.7922865746294923 0.7521278233919119 0.9593296153683548,1.2860105245447602
0.3901285200309877 0.24929005608502855 0.1635786070376844 0.24875433877838937 0.3033656893635951 0.2516533520148248,0.596694605880228 0.7734251854044705 0.673525718157696 0.7572780202255739 0.6952456383249103 0.8112033194135063,1.141356926099726
0.3901285200309877 0.24929005608502855 0.1635786070376844 0.24875433877838937 0.3033656893635951 0.2516533520148248,0.8105056740275509 0.7168648423996692 0.7137230767469909 0.7252426682090827 0.6573710887376183 0.7933220082688806,1.159210056024729
0.3901285200309877 0.24929005608502855 0.1635786070376844 0.24875433877838937 0.3033656893635951 0.2516533520148248,0.7364265801846831 0.63136503774991 0.6822886534824785 0.7923100215392854 0.8196582020985327 0.7861360303583177,1.175859780237527
0.3901285200309877 0.24929005608502855 0.1635786070376844 0.24875433877838937 0.3033656893635951 0.2516533520148248,0.6104143620554301 0.634896130357357 0.8612184740049769 0.697133990793956 0.8847320868610087 0.9011440406394498,1.2824931328412978
0.3901285200309877 0.24929005608502855 0.1635786070376844 0.24875433877838937 0.3033656893635951 0.2516533520148248,0.70214048296239 0.7754638477838298 0.8173198165172659 0.7045921402575331 0.7991529936672889 0.7941309801662936,1.244774285750526
0.3901285200309877 0.24929005608502855 0.1635786070376844 0.24875433877838937 0.3033656893635951 0.2516533520148248,0.9451781913357908 0.6644464069325069 0.7658286336371389 0.7196118334823405 0.6244466032876342 0.7504347340402165,1.1902615798487095
0.3901285200309877 0.24929005608502855 0.1635786070376844 0.24875433877838937 0.3033656893635951 0.2516533520148248,0.7817011765403178 0.7855045554962181 0.6794350200843726 0.730994098224095 0.6547995366927784 0.5467802169924485,1.0724382381546855
0.3901285200309877 0.24929005608502855 0.1635786070376844 0.24875433877838937 0.3033656893635951 0.2516533520148248,0.7136597768852333 0.7907396295684261 0.7714308247779176 0.6569470748719966 0.8309044029122236 0.9078066364067365,1.2817097838860327
0.3901285200309877 0.24929005608502855 0.1635786070376844 0.24875433877838937 0.3033656893635951 0.2516533520148248,0.7273189357998663 0.7519269532640628 0.6876978746179161 0.8777490314809893 0.8620196450059414 0.751776246040928,1.2644736882485608
0.3901285200309877 0.24929005608502855 0.1635786070376844 0.24875433877838937 0.3033656893635951 0.2516533520148248,0.7496300499797672 0.7960103992850587 0.8505178230459276 0.6640654522663597 0.920906569600574 0.7201853807294134,1.2935966496076667
